village_id,village_name,district,state,ndbi_mean_2020,ndbi_mean_2025,ndbi_median_2020,ndbi_median_2025,builtup_frac_2020,builtup_frac_2025,builtup_growth_abs,builtup_growth_pct
,,,,-0.11356759040608545,-0.1434136606012443,-0.10742687838322805,-0.14646150370635333,0.02509960999843809,0.014580772282842302,-0.010518837715595792,0.031221254221906393
,,,,-0.08514751435244391,-0.11498423450322819,-0.07420811533181451,-0.10545131439720457,0.045187382066909004,0.026655662971827743,-0.01853171909508126,0.09193020181161102
,,,,-0.0673170689856999,-0.09995903703123037,-0.060540125898628505,-0.10352821099006317,0.06374949053615467,0.03308506221048583,-0.030664428325668833,0.06798764375506935
,,,,-0.07356403390846461,-0.09189944217284861,-0.07422424175409864,-0.08984968933313832,0.06062525539320265,0.031057028715037426,-0.029568226678165208,0.05508028805082563
,,,,-0.06252593107931315,-0.08455038934248847,-0.06639822038267727,-0.0742104347067224,0.08226001078888955,0.03812021991852613,-0.04413979087036342,0.06717534167126263
,,,,0.035082681995670106,0.04595009446655108,0.05860467124895308,0.0664317777736816,0.35869314142848374,0.3877203988053989,0.02902725737691524,1.1162010919353704
,,,,-0.01941443379357157,-0.017462896409426765,-0.011699103574765453,-0.0039268877359289085,0.24055268979679906,0.24792964135043324,0.007376951553634059,0.6931618493911026
,,,,-0.07388555601330352,-0.07842856669660028,-0.12115124175218493,-0.12113553632344026,0.18884618028490327,0.18323143034570885,-0.005614749939194414,0.34771518831487624
,,,,-0.08709743046529078,-0.09665005525841533,-0.12895287280509993,-0.1367714841452999,0.14018133200494814,0.14199213948743533,0.0018108074824872069,0.3695552439774189
,,,,-0.16648528637897317,-0.19180460100842542,-0.18360674458214307,-0.20705081513542356,0.023102540333295122,0.01415525243677543,-0.008947287896519683,0.02176215024584066
,,,,-0.11994627455815181,-0.14077872787879886,-0.1367504354101704,-0.16017764343104848,0.03804574290556314,0.02501251368885843,-0.013033229216704724,0.11100624210590536
,,,,-0.13148331807935604,-0.16047776166414618,-0.16800658949082536,-0.19145412729029457,0.06920672787400647,0.03860598267060439,-0.03060074520340209,0.05481388180471528
,,,,-0.1053369852801633,-0.14167877043232094,-0.12892933117339883,-0.16018252115217402,0.05344118052961223,0.023737534745780595,-0.029703645783831636,0.06603934012154618
,,,,-0.10566778750622087,-0.11824182685710001,-0.11523862753440182,-0.12695747488278813,0.03554106575240419,0.03337821070747305,-0.002162855044931126,0.18004956563553629
,,,,-0.0810001529266947,-0.13394108376484343,-0.06443653022569312,-0.13087369353544295,0.029284407048761157,0.01688411164526073,-0.012400295403500428,0.03276921038968547
,,,,-0.11327505717434469,-0.14110571995304916,-0.11328740879156422,-0.14647946302285497,0.03944098663090046,0.02846750762824655,-0.010973479002653917,0.11558737603602719
,,,,-0.11946496478600563,-0.15978237991609762,-0.12695645804091915,-0.17579627300128806,0.04228480630535376,0.018319056854877922,-0.02396574945047584,0.05306965767423886
,,,,-0.10842793000543345,-0.14391013798582372,-0.11327714420517819,-0.1542901024704782,0.05226996475191248,0.02703314435418004,-0.025236820397732437,0.09333606349292582
,,,,-0.17924211150178213,-0.18537524272689293,-0.18359996762791597,-0.19140862025177363,0.03085095760453394,0.02192071594121976,-0.008930241663314175,0.08021530285361755
,,,,-0.07553861150896297,-0.11213097807952062,-0.07421703051406797,-0.11327841613759161,0.09364458423683387,0.033928349803994326,-0.059716234432839535,0.05886258798878302
,,,,-0.09118237635591261,-0.12733517074463113,-0.1054885639224583,-0.1445556513840422,0.06651089883260372,0.0287988605018448,-0.037712038330758924,0.07930381771404507
,,,,-0.08970691832734276,-0.14281444328378023,-0.08200210635052738,-0.14451265279076983,0.053431505399290126,0.03603084377945938,-0.017400661619830754,0.11291151987040948
,,,,-0.08584389777830288,-0.10801633676133492,-0.07421049144219079,-0.10544612174845568,0.08327974006996353,0.050609842033447976,-0.032669898036515564,0.20777134457554905
,,,,-0.07006429040302611,-0.08681725291440127,-0.04293783212841339,-0.07418035934613215,0.10255540843400243,0.06054154757756382,-0.04201386085643864,0.23271160988606127
,,,,-0.1843428870578019,-0.19265577831526912,-0.21489707832151733,-0.21483281355551886,0.028463373076740933,0.018425076193704888,-0.010038296883036044,0.049258739999215956
,,,,-0.1388955828843121,-0.15826266011242093,-0.16019584424953764,-0.17581501964011653,0.03787285733519084,0.027568469223984097,-0.010304388111206753,0.11377483583493359
,,,,-0.08298322007777781,-0.10161843566762215,-0.07422563229423546,-0.10551160593926494,0.12699039837934495,0.08498001235935211,-0.042010386019992824,0.19181291265165268
,,,,-0.12400483657991052,-0.13880186038331802,-0.11914779884210859,-0.12303729927610421,0.03353456603054567,0.02819386051155184,-0.0053407055189938326,0.13017318616365192
,,,,-0.11010746570387882,-0.12569969941605166,-0.10546593638665405,-0.1367091233277145,0.1194247149429505,0.09767529129692443,-0.021749423646026105,0.32309406431088145
,,,,-0.11315836165569909,-0.12341858657817706,-0.10546863591841757,-0.12108469340965994,0.05890152062497923,0.04461653029709477,-0.014284990327884443,0.18506308337587105
,,,,-0.057011839499392834,-0.09004460165292914,-0.04294013552894413,-0.07419699674775204,0.08487966125221515,0.04642993592436337,-0.03844972532785178,0.14955953841079855
,,,,0.02151236625662499,-0.015108400464079774,0.033182133202618806,-0.0019930798766310703,0.2261234953609278,0.15624179324577783,-0.06988170211514996,0.3756797898694994
,,,,-0.05850073418478611,-0.09565853281293214,-0.0371151079898449,-0.06642611248989862,0.11708140604451413,0.07722948890388336,-0.03985191714063077,0.2670976822496837
,,,,-0.10515496050340183,-0.13705895699275802,-0.12112927324051495,-0.14455619018547775,0.07065518737947335,0.038163878683672006,-0.03249130869580135,0.12113543874210209
,,,,-0.04631987802570949,-0.08451783632022207,-0.02733451893104171,-0.08204466345481012,0.1351423909534153,0.07353552264357184,-0.06160686830984348,0.20867677200429463
,,,,-0.2803423721406608,-0.2607810159662812,-0.3477272311258695,-0.3243066520689347,0.036894736085146096,0.036890218082084675,-4.5180030614161276E-6,0.1479799168926333
,,,,-0.21985128054278608,-0.22775196728963154,-0.24611834522746281,-0.2695980295557216,0.01893543787475545,0.016150404121423313,-0.0027850337533321416,0.05734757207640528
,,,,-0.1813703057741084,-0.16442332983843053,-0.24615000297817402,-0.21484823496699204,0.11886580739665936,0.1151532838690448,-0.0037125235276145516,0.3276257081166505
,,,,-0.09611659646522283,-0.09979613262974445,-0.050763017141921725,-0.06636857244468623,0.13775293972640346,0.09829578874713807,-0.03945715097926537,0.31127220351713397
,,,,-0.057609814796408636,-0.06546906240017654,0.003937426915089161,-0.02725082148479281,0.20659243610668132,0.17043454587590373,-0.03615789023077759,0.46872501626912294
,,,,-0.30395378727673067,-0.2835090937997613,-0.3496147077827775,-0.33991769724606263,0.011691004049094686,0.013521690054205832,0.0018306860051111467,0.0733151966329697
,,,,-0.25837195450299394,-0.24582543557653624,-0.32429714215271577,-0.3086809577289991,0.04883953759255015,0.030536092684834783,-0.018303444907715374,0.06368306035294909
,,,,-0.24177905784172715,-0.2374475912196249,-0.30275864791716384,-0.29102060182355727,0.049630957662988265,0.03225710516287458,-0.01737385250011369,0.06108660514116194
,,,,-0.14768045120550752,-0.16992993979603488,-0.16017605581141703,-0.17773862810393934,0.047856030032412,0.034320060288672904,-0.013535969743739091,0.09814034314282404
,,,,-0.061271872919001415,-0.0910902824037891,-0.05862155029922467,-0.11329127717662807,0.318386894935198,0.26099489896386097,-0.05739199597133699,0.5049146849943063
,,,,-0.22651575354503917,-0.2389883188688551,-0.271497935241942,-0.2852007063929073,0.04752002733153751,0.02895106623049791,-0.018568961101039595,0.04257426272336918
